id,path,app,format,source,producer,producer_version,features,license_status,tier,expected_status,quarantine_reason,sha256,size_bytes,notes
docx_ms_expansion_194_mixednumberings,corpus/docx/docx_ms_expansion_194_mixednumberings.docx,word,docx,private-source:5b9540e909559942,Microsoft Office Word,16.0000,office-native;headers;footnotes;endnotes;customxml,private-evaluation-only,nightly,pass,,5b9540e909559942be818313a31781857df75e7d2e9c80893cac11f59e46f2be,45527,parts=18; slides=0; charts=0; media=0; embeddings=0; private evaluation only; do not redistribute; private source redacted
docx_ms_expansion_195_tdf107111,corpus/docx/docx_ms_expansion_195_tdf107111.docx,word,docx,private-source:feae325324909289,Microsoft Office Word,14.0000,office-native;media;headers;footers;footnotes;endnotes;customxml;content-controls;fields;hyperlinks,private-evaluation-only,nightly,pass,,feae325324909289a1cfd15da53ac7876f12eaeb261bc9af5ed0f8a5d8bd3625,451082,parts=24; slides=0; charts=0; media=1; embeddings=0; private evaluation only; do not redistribute; private source redacted
docx_ms_expansion_196_bunny-ears-easter-party-flyer,corpus/docx/docx_ms_expansion_196_bunny-ears-easter-party-flyer.docx,word,docx,private-source:b2310617c60d495b,Microsoft Office Word,16.0000,office-native;media;headers;footnotes;endnotes;customxml;content-controls;track-changes,private-evaluation-only,nightly,pass,,b2310617c60d495b4cd125c9f16483d32aaaf8701b60f7a64cd395ab6ca70214,1041935,parts=37; slides=0; charts=0; media=1; embeddings=0; private evaluation only; do not redistribute; private source redacted
docx_ms_expansion_197_business-report-prefiessional-design,corpus/docx/docx_ms_expansion_197_business-report-prefiessional-design.docx,word,docx,private-source:68276b28f080c6d5,Microsoft Office Word,16.0000,office-native;media;headers;footers;footnotes;endnotes;customxml;content-controls;fields,private-evaluation-only,nightly,pass,,68276b28f080c6d5b5d6f03d5c9c3dca3fc6d095a6d1ebd7c7b7317bba5f24a7,1356027,parts=30; slides=0; charts=0; media=1; embeddings=0; private evaluation only; do not redistribute; private source redacted
docx_ms_expansion_198_equationwithaboveandbelowcaption,corpus/docx/docx_ms_expansion_198_equationwithaboveandbelowcaption.docx,word,docx,private-source:c374744274fc17a8,Microsoft Office Word,14.0000,office-native;equations;customxml;fields,private-evaluation-only,nightly,pass,,c374744274fc17a8963628b3def12a872862da978db000922b36724d8fbf2a59,15211,parts=15; slides=0; charts=0; media=0; embeddings=0; private evaluation only; do not redistribute; private source redacted
docx_ms_expansion_199_tdf123054,corpus/docx/docx_ms_expansion_199_tdf123054.docx,word,docx,private-source:bf1b555eb6e28ad3,Microsoft Office Word,16.0000,office-native;footnotes;endnotes;customxml;track-changes,private-evaluation-only,nightly,pass,,bf1b555eb6e28ad396547de2dd5b05ef003580a8efd8e85bc7e3a07d4b7d1622,29457,parts=24; slides=0; charts=0; media=0; embeddings=0; private evaluation only; do not redistribute; private source redacted
docx_ms_expansion_200_tdf123705,corpus/docx/docx_ms_expansion_200_tdf123705.docx,word,docx,private-source:118b188120d4db3d,Microsoft Macintosh Word,14.0000,office-native;headers;footers;footnotes;endnotes;customxml;content-controls;track-changes;fields;hyperlinks,private-evaluation-only,nightly,pass,,118b188120d4db3d89157ad4702bc1b0850e55a79e1637b6a5a58d1e44864b28,49292,parts=29; slides=0; charts=0; media=0; embeddings=0; private evaluation only; do not redistribute; private source redacted
docx_ms_expansion_201_tdf38575-fullwidthline,corpus/docx/docx_ms_expansion_201_tdf38575-fullwidthline.docx,word,docx,private-source:c6d022b650e67cb5,Microsoft Office Word,16.0000,office-native;media;headers;footnotes;endnotes;hyperlinks,private-evaluation-only,nightly,pass,,c6d022b650e67cb5281cfc71083dab16930d5515ef9ff78fe54d7c04ed9debaf,68967,parts=20; slides=0; charts=0; media=1; embeddings=0; private evaluation only; do not redistribute; private source redacted
docx_ms_expansion_202_organic-boho-digital-strategist-resu,corpus/docx/docx_ms_expansion_202_organic-boho-digital-strategist-resu.docx,word,docx,private-source:351e0f5650594ff7,Microsoft Office Word,16.0000,office-native;media;customxml,private-evaluation-only,nightly,pass,,351e0f5650594ff77ca86adb237c8d32e5160b78a1ad12e433f94fa25140a904,69672,parts=39; slides=0; charts=0; media=12; embeddings=0; private evaluation only; do not redistribute; private source redacted
docx_ms_expansion_203_photo-resume,corpus/docx/docx_ms_expansion_203_photo-resume.docx,word,docx,private-source:f96080700a457ebe,Microsoft Office Word,16.0000,office-native;media;footnotes;endnotes;customxml;content-controls;track-changes,private-evaluation-only,nightly,pass,,f96080700a457ebefadd47201259a0daf24dcb122426e51f227f23bf0b911f42,162712,parts=36; slides=0; charts=0; media=3; embeddings=0; private evaluation only; do not redistribute; private source redacted
docx_ms_expansion_204_pink-floral-cover-letter,corpus/docx/docx_ms_expansion_204_pink-floral-cover-letter.docx,word,docx,private-source:557c8a828304bb59,Microsoft Office Word,16.0000,office-native;media;headers;footnotes;endnotes;content-controls;track-changes,private-evaluation-only,nightly,pass,,557c8a828304bb59773d0ebdd8dd28925c8c4fa8eab447be6408f6872483f408,518797,parts=28; slides=0; charts=0; media=4; embeddings=0; private evaluation only; do not redistribute; private source redacted
docx_ms_expansion_205_fdo78292,corpus/docx/docx_ms_expansion_205_fdo78292.docx,word,docx,private-source:8994a4ad4cd37422,Microsoft Office Word,14.0000,office-native;media;footers;footnotes;endnotes;customxml;content-controls;hyperlinks,private-evaluation-only,nightly,pass,,8994a4ad4cd374222faae70afafcfb4c0ceaa5214d7bbec849d275ec8b5cee0f,586141,parts=30; slides=0; charts=0; media=3; embeddings=0; private evaluation only; do not redistribute; private source redacted
docx_ms_expansion_206_14,corpus/docx/docx_ms_expansion_206_14.docx,word,docx,private-source:81256582c2e15ed5,Microsoft Office Word,15.0000,office-native;media;footers;footnotes;endnotes;content-controls;track-changes;fields;hyperlinks,private-evaluation-only,nightly,pass,,81256582c2e15ed57b85d5d92e271bb4300202c29a68c96906c04b8430eb2b93,643523,parts=24; slides=0; charts=0; media=1; embeddings=0; private evaluation only; do not redistribute; private source redacted
docx_ms_expansion_207_metro-report,corpus/docx/docx_ms_expansion_207_metro-report.docx,word,docx,private-source:b7adbc5aea89b6ef,Microsoft Office Word,16.0000,office-native;media;headers;footers;footnotes;endnotes;content-controls;fields,private-evaluation-only,nightly,pass,,b7adbc5aea89b6efa7dc4d8f55d7ba6793169b4fe0803b00d4a0e1145abb7f9b,719108,parts=27; slides=0; charts=0; media=3; embeddings=0; private evaluation only; do not redistribute; private source redacted
docx_ms_expansion_208_coverletter-a4,corpus/docx/docx_ms_expansion_208_coverletter-a4.docx,word,docx,private-source:11efe39bc140ddac,Microsoft Office Word,16.0000,office-native;media;customxml,private-evaluation-only,nightly,pass,,11efe39bc140ddaca856e7f6d8ec916d512448834c4e6268d1e8d5058e46ec28,4382720,parts=16; slides=0; charts=0; media=2; embeddings=0; private evaluation only; do not redistribute; private source redacted
docx_ms_expansion_209_field-char-height-header-toc,corpus/docx/docx_ms_expansion_209_field-char-height-header-toc.docx,word,docx,private-source:5aeb64c374aa716a,Microsoft Office Word,16.0000,office-native;headers;footnotes;endnotes;fields;hyperlinks,private-evaluation-only,nightly,pass,,5aeb64c374aa716a934593cd9ed1522d7e529bd2b6e2d5459ac691e6e7a74cb0,16798,parts=14; slides=0; charts=0; media=0; embeddings=0; private evaluation only; do not redistribute; private source redacted
docx_ms_expansion_210_tdf117137,corpus/docx/docx_ms_expansion_210_tdf117137.docx,word,docx,private-source:3201e7934a462af6,Microsoft Office Word,15.0000,office-native;headers;footers;footnotes;endnotes,private-evaluation-only,nightly,pass,,3201e7934a462af6e04e07a197cc3f39697ed2b322ee8a27f77c588a26138bf8,17888,parts=20; slides=0; charts=0; media=0; embeddings=0; private evaluation only; do not redistribute; private source redacted
pptx_ms_expansion_211_bevel,corpus/pptx/pptx_ms_expansion_211_bevel.pptx,powerpoint,pptx,private-source:b9dddf7a83cd60fa,Microsoft Office PowerPoint,16.0000,office-native;media;multi-master;many-layouts,private-evaluation-only,nightly,pass,,b9dddf7a83cd60fa6020a91f94e7e7d474b07e4abde21109d91548601929e5d4,1672585,parts=137; slides=1; charts=0; media=9; embeddings=0; private evaluation only; do not redistribute; private source redacted
pptx_ms_expansion_212_p2-07,corpus/pptx/pptx_ms_expansion_212_p2-07.pptx,powerpoint,pptx,private-source:de50a2a0c7dc2414,Microsoft Macintosh PowerPoint,16.0000,office-native;media;notes;transitions;multi-master;many-layouts,private-evaluation-only,nightly,pass,,de50a2a0c7dc2414ff3c0eed7ecbe1ca7a54a80d9c4076946225923e2cbbe02d,2701271,parts=140; slides=20; charts=0; media=20; embeddings=0; private evaluation only; do not redistribute; private source redacted
pptx_ms_expansion_213_1,corpus/pptx/pptx_ms_expansion_213_1.pptx,powerpoint,pptx,private-source:32eae069108c09a8,Microsoft Office PowerPoint,15.0000,office-native;diagrams;media;notes;transitions;animations;multi-master,private-evaluation-only,nightly,pass,,32eae069108c09a82e38afb67c548dbc2d72284c1d74324d7acb8e0c14689c9a,4934030,parts=111; slides=23; charts=0; media=29; embeddings=0; private evaluation only; do not redistribute; private source redacted
pptx_ms_expansion_214_office-file,corpus/pptx/pptx_ms_expansion_214_office-file.pptx,powerpoint,pptx,private-source:fb837e7727945cf0,Microsoft Office PowerPoint,16.0000,office-native;charts;media;embedded-objects;embedded-workbooks;animations;multi-master;many-layouts,private-evaluation-only,nightly,pass,,fb837e7727945cf0a9b5c02b395067359c431d64c719c9b79b6a57a096a46caa,5711816,parts=115; slides=27; charts=6; media=12; embeddings=3; private evaluation only; do not redistribute; private source redacted
pptx_ms_expansion_215_6,corpus/pptx/pptx_ms_expansion_215_6.pptx,powerpoint,pptx,private-source:22843ba9af782ad3,Microsoft Office PowerPoint,15.0000,office-native;charts;diagrams;media;notes;animations;multi-master,private-evaluation-only,nightly,pass,,22843ba9af782ad327cabbc5aa56bb5846d3508a7933ea7b9950c57fb5a4516f,9233527,parts=250; slides=56; charts=4; media=30; embeddings=0; private evaluation only; do not redistribute; private source redacted
pptx_ms_expansion_216_hr-ppt,corpus/pptx/pptx_ms_expansion_216_hr-ppt.pptx,powerpoint,pptx,private-source:58c7f976a7e15bfd,Microsoft Office PowerPoint,16.0000,office-native;media;transitions;multi-master;many-layouts,private-evaluation-only,extended,pass,,58c7f976a7e15bfd4b7a0a106a7aa25588c6d613ab93ff7a310fd8e55cac1ca6,23493363,parts=100; slides=24; charts=0; media=13; embeddings=0; private evaluation only; do not redistribute; private source redacted
pptx_ms_expansion_217_4-scqa-11p,corpus/pptx/pptx_ms_expansion_217_4-scqa-11p.pptx,powerpoint,pptx,private-source:d1d61e6d33f6df24,Microsoft Office PowerPoint,16.0000,office-native;charts;media;embedded-objects;embedded-workbooks;notes;transitions;animations;multi-master;many-layouts,private-evaluation-only,extended,pass,,d1d61e6d33f6df247b1627b7a28a4c4aa9ef1913875a3245e5e8b5bd1a0776fb,38136799,parts=583; slides=11; charts=4; media=16; embeddings=1; private evaluation only; do not redistribute; private source redacted
pptx_ms_expansion_218_ppt-12-5,corpus/pptx/pptx_ms_expansion_218_ppt-12-5.pptx,powerpoint,pptx,private-source:09b8adc6fb2fa5ee,Microsoft Macintosh PowerPoint,16.0000,office-native;charts;embedded-objects;embedded-workbooks;notes;transitions;animations;multi-master;many-layouts,private-evaluation-only,nightly,pass,,09b8adc6fb2fa5ee85fbe12686c55f28a1eb1a8d49a55f5d8ee4266e14a167c1,196752,parts=99; slides=5; charts=28; media=0; embeddings=7; private evaluation only; do not redistribute; private source redacted
pptx_ms_expansion_219_19p-ppt,corpus/pptx/pptx_ms_expansion_219_19p-ppt.pptx,powerpoint,pptx,private-source:e566bd51afce1a95,Microsoft Office PowerPoint,16.0000,office-native;media;notes;transitions;multi-master;many-layouts,private-evaluation-only,nightly,pass,,e566bd51afce1a956d2bb4e74516590b90fe8105ad19dd078bec76cc5f6cb4b3,701311,parts=89; slides=19; charts=0; media=3; embeddings=0; private evaluation only; do not redistribute; private source redacted
pptx_ms_expansion_220_30p-ppt,corpus/pptx/pptx_ms_expansion_220_30p-ppt.pptx,powerpoint,pptx,private-source:428a1943e62fafce,Microsoft Office PowerPoint,16.0000,office-native;media;notes;transitions;animations;multi-master,private-evaluation-only,nightly,pass,,428a1943e62fafce84455e3da78641cbd0cd83a361b7d1639caf1515de6dbfc5,1074722,parts=151; slides=30; charts=0; media=10; embeddings=0; private evaluation only; do not redistribute; private source redacted
pptx_ms_expansion_221_p2-02,corpus/pptx/pptx_ms_expansion_221_p2-02.pptx,powerpoint,pptx,private-source:2da74d020f699b2b,Microsoft Macintosh PowerPoint,16.0000,office-native;media;multi-master;many-layouts,private-evaluation-only,nightly,pass,,2da74d020f699b2b7942e3856c34f2e386236f6bb4e0678125f02f3876e8ce01,2557426,parts=283; slides=19; charts=0; media=8; embeddings=0; private evaluation only; do not redistribute; private source redacted
pptx_ms_expansion_222_28p-ppt,corpus/pptx/pptx_ms_expansion_222_28p-ppt.pptx,powerpoint,pptx,private-source:4fd19a2374a21b9f,Microsoft Office PowerPoint,16.0000,office-native;media;notes;animations;multi-master;many-layouts,private-evaluation-only,nightly,pass,,4fd19a2374a21b9f490f436ee27193e34cadb9f7dbc71364238c83eff6ce472f,3076670,parts=133; slides=28; charts=0; media=8; embeddings=0; private evaluation only; do not redistribute; private source redacted
pptx_ms_expansion_223_abc-14p-ppt,corpus/pptx/pptx_ms_expansion_223_abc-14p-ppt.pptx,powerpoint,pptx,private-source:a99cec47b1bc2994,Microsoft Office PowerPoint,16.0000,office-native;media;notes;transitions;multi-master;many-layouts,private-evaluation-only,nightly,pass,,a99cec47b1bc2994216a7b17fa03e1b7bbd753ed4b693a45b85b5bfd014f2fee,3876458,parts=164; slides=14; charts=0; media=4; embeddings=0; private evaluation only; do not redistribute; private source redacted
pptx_ms_expansion_224_13p-ppt,corpus/pptx/pptx_ms_expansion_224_13p-ppt.pptx,powerpoint,pptx,private-source:283a8e5de139744d,Microsoft Office PowerPoint,16.0000,office-native;media;transitions;multi-master;many-layouts,private-evaluation-only,nightly,pass,,283a8e5de139744d321eafad45abdf85c4c22ec77f1000b762c6ecd60ea10f6e,4861701,parts=128; slides=13; charts=0; media=58; embeddings=0; private evaluation only; do not redistribute; private source redacted
docx_ms_expansion_225_floattable-heading-split-hyphen,corpus/docx/docx_ms_expansion_225_floattable-heading-split-hyphen.docx,word,docx,private-source:000463dfea864c26,Microsoft Office Word,16.0000,office-native;footers;footnotes;endnotes;customxml,private-evaluation-only,nightly,pass,,000463dfea864c266fecd213e6cdf68ef489354ba1d3546e6cc3a47427da7518,18549,parts=17; slides=0; charts=0; media=0; embeddings=0; private evaluation only; do not redistribute; private source redacted
docx_ms_expansion_226_tdf134902,corpus/docx/docx_ms_expansion_226_tdf134902.docx,word,docx,private-source:5d6dd9860bcddf51,Microsoft Office Word,16.0000,office-native;headers;footers;footnotes;endnotes;customxml;track-changes,private-evaluation-only,nightly,pass,,5d6dd9860bcddf518366a6527306309f194d702dbe7e10e3a5f21f2323d1a8b4,30138,parts=24; slides=0; charts=0; media=0; embeddings=0; private evaluation only; do not redistribute; private source redacted
docx_ms_expansion_227_fdo78469,corpus/docx/docx_ms_expansion_227_fdo78469.docx,word,docx,private-source:3b9d53c2cc9e394e,Microsoft Office Word,14.0000,office-native;media;headers;footers;footnotes;endnotes;customxml;content-controls;hyperlinks,private-evaluation-only,nightly,pass,,3b9d53c2cc9e394ed990fc96cc90c0637d8a846f8fd66df8c3b4b5b58a5252d4,31664,parts=32; slides=0; charts=0; media=1; embeddings=0; private evaluation only; do not redistribute; private source redacted
