id,path,app,format,source,producer,producer_version,features,license_status,tier,expected_status,quarantine_reason,sha256,size_bytes,notes
docx_ms_expansion_131_restaurant-brochure,corpus/docx/docx_ms_expansion_131_restaurant-brochure.docx,word,docx,private-source:291e59768f0f1e31,Microsoft Office Word,16.0000,office-native;media;headers;footnotes;endnotes;customxml;content-controls,private-evaluation-only,nightly,pass,,291e59768f0f1e31a73e586b7a3886a4d799547f9f2539227d558066ffafb581,2234107,parts=61; slides=0; charts=0; media=23; embeddings=0; private evaluation only; do not redistribute; private source redacted
docx_ms_expansion_132_invoice-document,corpus/docx/docx_ms_expansion_132_invoice-document.docx,word,docx,private-source:7a2e7f6e1dda0b9d,Microsoft Office Word,16.0000,office-native;headers;footers;footnotes;endnotes;content-controls;fields,private-evaluation-only,nightly,pass,,7a2e7f6e1dda0b9df89255b2bb60cd5aa19c643fa9c7fd69581306b5c0133b98,42558,parts=29; slides=0; charts=0; media=0; embeddings=0; private evaluation only; do not redistribute; private source redacted
docx_ms_expansion_134_demo,corpus/docx/docx_ms_expansion_134_demo.docx,word,docx,private-source:a253ceb6d1d2ad80,Microsoft Office Word,16.0000,office-native;media;headers;footers;footnotes;endnotes;customxml;content-controls;fields,private-evaluation-only,nightly,pass,,a253ceb6d1d2ad8033cb5657f914c5cc01fa39b88f8c71892e5a92c8e3513026,1118738,parts=35; slides=0; charts=0; media=5; embeddings=0; private evaluation only; do not redistribute; private source redacted
docx_ms_expansion_135_1-resume-docx,corpus/docx/docx_ms_expansion_135_1-resume-docx.docx,word,docx,private-source:e3439e8e27fdc7e8,Microsoft Office Word,16.0000,office-native;media;customxml,private-evaluation-only,nightly,pass,,e3439e8e27fdc7e87f1b98c28e1f7920f4ae341866c0faac818d33d33677fca0,1909942,parts=18; slides=0; charts=0; media=3; embeddings=0; private evaluation only; do not redistribute; private source redacted
docx_ms_expansion_136_1-resume-docx,corpus/docx/docx_ms_expansion_136_1-resume-docx.docx,word,docx,private-source:6dceaa889d1f27ee,Microsoft Office Word,16.0000,office-native;media;customxml,private-evaluation-only,nightly,pass,,6dceaa889d1f27ee6b66747c8088c9196ab9a17dba38271b7cc7cbdd73f02989,1910614,parts=17; slides=0; charts=0; media=2; embeddings=0; private evaluation only; do not redistribute; private source redacted
docx_ms_expansion_137_mba,corpus/docx/docx_ms_expansion_137_mba.docx,word,docx,private-source:335b0b3773be6b82,Microsoft Macintosh Word,15.0000,office-native;footers;footnotes;endnotes;fields;hyperlinks,private-evaluation-only,nightly,pass,,335b0b3773be6b82f57f115d0d3c252ef2b422921ecc2df2592288bd9de8bcd5,35069,parts=16; slides=0; charts=0; media=0; embeddings=0; private evaluation only; do not redistribute; private source redacted
docx_ms_expansion_138_reader,corpus/docx/docx_ms_expansion_138_reader.docx,word,docx,private-source:3957ed4690a4c9d5,Microsoft Macintosh Word,15.0000,office-native;media;embedded-objects;embedded-workbooks;headers;footers;footnotes;endnotes;customxml;fields;hyperlinks,private-evaluation-only,nightly,pass,,3957ed4690a4c9d52cc68752e22322a9080d99eda45d999e8362a1e7dd745631,105726,parts=27; slides=0; charts=0; media=2; embeddings=1; private evaluation only; do not redistribute; private source redacted
docx_ms_expansion_139_reimbursement-form,corpus/docx/docx_ms_expansion_139_reimbursement-form.docx,word,docx,private-source:8e730e16cc023971,Microsoft Office Word,16.0000,office-native;media;footnotes;endnotes;customxml;content-controls,private-evaluation-only,nightly,pass,,8e730e16cc0239711e2b1c70c1c039e75fbcac4e03c8a588a9e30d8e02f6afe8,2304148,parts=43; slides=0; charts=0; media=3; embeddings=0; private evaluation only; do not redistribute; private source redacted
docx_ms_expansion_140_headshot-cover-letter,corpus/docx/docx_ms_expansion_140_headshot-cover-letter.docx,word,docx,private-source:35934555c6e1e89e,Microsoft Office Word,16.0000,office-native;media;headers;footers;footnotes;endnotes;customxml;content-controls;track-changes,private-evaluation-only,nightly,pass,,35934555c6e1e89ecb922762fce431ef21f3a0eeab3b72128d80f4b64cbd3be6,2323569,parts=47; slides=0; charts=0; media=1; embeddings=0; private evaluation only; do not redistribute; private source redacted
docx_ms_expansion_141_fdo58949,corpus/docx/docx_ms_expansion_141_fdo58949.docx,word,docx,private-source:91bf3704ada1c1f0,Microsoft Office Word,12.0000,office-native;media;embedded-objects;embedded-workbooks;equations;footers;footnotes;endnotes;fields,private-evaluation-only,nightly,pass,,91bf3704ada1c1f0a2ed80130a51aa322d197a7ed7908461453f10f27dc5ad62,26510,parts=23; slides=0; charts=0; media=3; embeddings=3; private evaluation only; do not redistribute; private source redacted
docx_ms_expansion_142_tdf158360,corpus/docx/docx_ms_expansion_142_tdf158360.docx,word,docx,private-source:c94e2eb5aa191c4a,Microsoft Office Word,16.0000,office-native;headers;footers;footnotes;endnotes;customxml;content-controls;fields;hyperlinks,private-evaluation-only,nightly,pass,,c94e2eb5aa191c4a15d6b88cc841f0f156041213a53a73c315f8ea0d96973e4e,27389,parts=24; slides=0; charts=0; media=0; embeddings=0; private evaluation only; do not redistribute; private source redacted
docx_ms_expansion_143_tdf155736-pagenumbers-footer,corpus/docx/docx_ms_expansion_143_tdf155736-pagenumbers-footer.docx,word,docx,private-source:f062b698b06742b3,Microsoft Office Word,16.0000,office-native;headers;footers;footnotes;endnotes;customxml;content-controls;fields;hyperlinks,private-evaluation-only,nightly,pass,,f062b698b06742b3716012d5518db8c7d38413e82cdafc411c40ebdcb810a619,29799,parts=27; slides=0; charts=0; media=0; embeddings=0; private evaluation only; do not redistribute; private source redacted
docx_ms_expansion_144_a4-manfred-martinsson,corpus/docx/docx_ms_expansion_144_a4-manfred-martinsson.docx,word,docx,private-source:e5e5006be9eab842,Microsoft Office Word,16.0000,office-native;media;hyperlinks,private-evaluation-only,nightly,pass,,e5e5006be9eab8425b0da63cddb5e1bb0c6126b610740c0ce4d52ad062bc8f3f,56710,parts=35; slides=0; charts=0; media=23; embeddings=0; private evaluation only; do not redistribute; private source redacted
docx_ms_expansion_145_manfred-martinsson,corpus/docx/docx_ms_expansion_145_manfred-martinsson.docx,word,docx,private-source:75fb22f5f991ccca,Microsoft Office Word,16.0000,office-native;media;hyperlinks,private-evaluation-only,nightly,pass,,75fb22f5f991cccab4c608b7fe6ae25812826ea5f53266d87c92a8210ecb5bd0,57032,parts=35; slides=0; charts=0; media=23; embeddings=0; private evaluation only; do not redistribute; private source redacted
docx_ms_expansion_146_geometric-cover-letter,corpus/docx/docx_ms_expansion_146_geometric-cover-letter.docx,word,docx,private-source:d0e4245a88e87c5b,Microsoft Office Word,16.0000,office-native;footnotes;endnotes;customxml;content-controls;track-changes,private-evaluation-only,nightly,pass,,d0e4245a88e87c5bc38da55e0ba17bc5f30e4572d0533235adec6660164ec2f3,81150,parts=32; slides=0; charts=0; media=0; embeddings=0; private evaluation only; do not redistribute; private source redacted
docx_ms_expansion_147_basic-business-card,corpus/docx/docx_ms_expansion_147_basic-business-card.docx,word,docx,private-source:e9eccfcd9954c5f5,Microsoft Office Word,16.0000,office-native;footnotes;endnotes;customxml;content-controls,private-evaluation-only,nightly,pass,,e9eccfcd9954c5f56c50d67530c20ec30a6b9888c9955e6b9ec86c85d52e34bb,85921,parts=38; slides=0; charts=0; media=0; embeddings=0; private evaluation only; do not redistribute; private source redacted
docx_ms_expansion_148_fdo74605,corpus/docx/docx_ms_expansion_148_fdo74605.docx,word,docx,private-source:544679e2061bae7b,Microsoft Office Word,14.0000,office-native;headers;footers;footnotes;endnotes;customxml;content-controls;fields,private-evaluation-only,nightly,pass,,544679e2061bae7bc34ae322afcfda5d4c7c1e451a0d3845af3900979535c91e,180916,parts=38; slides=0; charts=0; media=0; embeddings=0; private evaluation only; do not redistribute; private source redacted
docx_ms_expansion_149_interior-design-cv-resume,corpus/docx/docx_ms_expansion_149_interior-design-cv-resume.docx,word,docx,private-source:0e61848a6754488f,Microsoft Office Word,16.0000,office-native;media;hyperlinks,private-evaluation-only,nightly,pass,,0e61848a6754488f0c3656cc7f095f955186b7193b03a71b3aa6e4baa9b05f51,3313479,parts=29; slides=0; charts=0; media=17; embeddings=0; private evaluation only; do not redistribute; private source redacted
docx_ms_expansion_150_floatingtbl-with-formula,corpus/docx/docx_ms_expansion_150_floatingtbl-with-formula.docx,word,docx,private-source:4aa628bda291091a,Microsoft Office Word,12.0000,office-native;equations;footers;footnotes;endnotes;customxml;content-controls;fields,private-evaluation-only,nightly,pass,,4aa628bda291091a6b19ddc1ad9239f0b9ff8a0769844363fe7a45d9867d4905,17046,parts=17; slides=0; charts=0; media=0; embeddings=0; private evaluation only; do not redistribute; private source redacted
docx_ms_expansion_151_tdf149555,corpus/docx/docx_ms_expansion_151_tdf149555.docx,word,docx,private-source:abef832121138674,Microsoft Office Word,16.0000,office-native;headers;footers;footnotes;endnotes;customxml;content-controls;fields;hyperlinks,private-evaluation-only,nightly,pass,,abef8321211386748bd58b4489d8170809c303dfb1d588f374d5f9c7936804e8,20132,parts=19; slides=0; charts=0; media=0; embeddings=0; private evaluation only; do not redistribute; private source redacted
docx_ms_expansion_152_tdf127814,corpus/docx/docx_ms_expansion_152_tdf127814.docx,word,docx,private-source:512aa398fedf4a98,Microsoft Office Word,15.0000,office-native;headers;footers;footnotes;endnotes;customxml;content-controls;track-changes;fields,private-evaluation-only,nightly,pass,,512aa398fedf4a98a7e57f7d81b9c1095088851735f9d24b54acd354ec6f923b,29713,parts=27; slides=0; charts=0; media=0; embeddings=0; private evaluation only; do not redistribute; private source redacted
docx_ms_expansion_153_2120112713,corpus/docx/docx_ms_expansion_153_2120112713.docx,word,docx,private-source:0d6777d1574d198a,Microsoft Office Word,14.0000,office-native;equations;footers;footnotes;endnotes;customxml;content-controls;fields,private-evaluation-only,nightly,pass,,0d6777d1574d198afd8caaa08b02571bc22c622d71628702c35b896f7689518b,41022,parts=19; slides=0; charts=0; media=0; embeddings=0; private evaluation only; do not redistribute; private source redacted
docx_ms_expansion_154_tdf143384-tableinfoot-negativemargin,corpus/docx/docx_ms_expansion_154_tdf143384-tableinfoot-negativemargin.docx,word,docx,private-source:38fe28f6d458eee5,Microsoft Office Word,16.0000,office-native;headers;footers;footnotes;endnotes;customxml;fields,private-evaluation-only,nightly,pass,,38fe28f6d458eee513f35e96d0cc4c650c1205812c26e1f814d4b9a76a17da3f,58566,parts=23; slides=0; charts=0; media=0; embeddings=0; private evaluation only; do not redistribute; private source redacted
docx_ms_expansion_155_sample-11-readword2007,corpus/docx/docx_ms_expansion_155_sample-11-readword2007.docx,word,docx,private-source:05019ac5727f0aef,Microsoft Office Word,16.0000,office-native;media;headers;footers;footnotes;endnotes;customxml;track-changes;fields;hyperlinks,private-evaluation-only,nightly,pass,,05019ac5727f0aefa47d2f51dfc3da08b7815534f0e058fb78245105e4b3895d,63832,parts=24; slides=0; charts=0; media=1; embeddings=0; private evaluation only; do not redistribute; private source redacted
docx_ms_expansion_156_tdf167527-title-letters-cut-from-bel,corpus/docx/docx_ms_expansion_156_tdf167527-title-letters-cut-from-bel.docx,word,docx,private-source:a32dec1f63915103,Microsoft Office Word,16.0000,office-native;media;headers;footers;footnotes;endnotes;customxml;content-controls;fields,private-evaluation-only,nightly,pass,,a32dec1f63915103f7e7f5049a776b0cb5168ecff5b94415c08f202e4da2193a,64457,parts=36; slides=0; charts=0; media=1; embeddings=0; private evaluation only; do not redistribute; private source redacted
docx_ms_expansion_157_tdf146802,corpus/docx/docx_ms_expansion_157_tdf146802.docx,word,docx,private-source:dd184d0235e71832,Microsoft Office Word,16.0000,office-native;media;embedded-objects;embedded-workbooks;headers;footers;footnotes;endnotes;customxml;content-controls;fields,private-evaluation-only,nightly,pass,,dd184d0235e718325d8fb777e0b935bd175d78ec787afdc88c75566557674a52,72360,parts=23; slides=0; charts=0; media=1; embeddings=2; private evaluation only; do not redistribute; private source redacted
docx_ms_expansion_158_organic-shapes-letterhead,corpus/docx/docx_ms_expansion_158_organic-shapes-letterhead.docx,word,docx,private-source:947847158978ed37,Microsoft Office Word,16.0000,office-native;headers;footers;footnotes;endnotes;customxml;content-controls;track-changes,private-evaluation-only,nightly,pass,,947847158978ed37158c4f68a1d52e2993793c5fc74a1375b94ec9da3596d343,89608,parts=38; slides=0; charts=0; media=0; embeddings=0; private evaluation only; do not redistribute; private source redacted
docx_ms_expansion_159_resume-a4,corpus/docx/docx_ms_expansion_159_resume-a4.docx,word,docx,private-source:6ed425e25cddae08,Microsoft Office Word,16.0000,office-native;media;hyperlinks,private-evaluation-only,nightly,pass,,6ed425e25cddae08dd0d11f5c67ad8baba08acbaf5c21642259a68393d6d5ead,129847,parts=15; slides=0; charts=0; media=4; embeddings=0; private evaluation only; do not redistribute; private source redacted
docx_ms_expansion_160_tdf160077-layoutincellb,corpus/docx/docx_ms_expansion_160_tdf160077-layoutincellb.docx,word,docx,private-source:152d87fe1861bed4,Microsoft Office Word,16.0000,office-native;headers;footers;footnotes;endnotes;content-controls;track-changes;fields,private-evaluation-only,nightly,pass,,152d87fe1861bed4f537ef7d1ba237e654a9656636e353c3679be27bbea35ee0,163655,parts=24; slides=0; charts=0; media=0; embeddings=0; private evaluation only; do not redistribute; private source redacted
docx_ms_expansion_161_tdf166205-first-page-header-footer-v,corpus/docx/docx_ms_expansion_161_tdf166205-first-page-header-footer-v.docx,word,docx,private-source:26c6feb94e88727b,Microsoft Office Word,16.0000,office-native;media;headers;footers;footnotes;endnotes;customxml,private-evaluation-only,nightly,pass,,26c6feb94e88727b91be789424ca0908e2312e8d57405e22e6bc9071c273644b,193373,parts=38; slides=0; charts=0; media=1; embeddings=0; private evaluation only; do not redistribute; private source redacted
docx_ms_expansion_162_playful-business-cover-letter,corpus/docx/docx_ms_expansion_162_playful-business-cover-letter.docx,word,docx,private-source:ad3ed0bf9386fd73,Microsoft Office Word,16.0000,office-native;media;headers;footers;footnotes;endnotes;customxml;content-controls;track-changes,private-evaluation-only,nightly,pass,,ad3ed0bf9386fd73e664810eff7137f1c8ae3ad90cc354491be4ebc7e07d056f,469403,parts=52; slides=0; charts=0; media=10; embeddings=0; private evaluation only; do not redistribute; private source redacted
docx_ms_expansion_163_mergers-acquisitions-report,corpus/docx/docx_ms_expansion_163_mergers-acquisitions-report.docx,word,docx,private-source:ae1a942406cce0b3,Microsoft Office Word,16.0000,office-native;media;headers;footnotes;endnotes;customxml;content-controls;fields,private-evaluation-only,nightly,pass,,ae1a942406cce0b3031f2ffe96be028db7b5f1ba2b735781accc04923c2d8b41,1785059,parts=34; slides=0; charts=0; media=7; embeddings=0; private evaluation only; do not redistribute; private source redacted
docx_ms_expansion_164_2120112713-openbrace,corpus/docx/docx_ms_expansion_164_2120112713-openbrace.docx,word,docx,private-source:7a61d8569f9c5dc1,Microsoft Office Word,14.0000,office-native;equations;footers;footnotes;endnotes;customxml;fields,private-evaluation-only,nightly,pass,,7a61d8569f9c5dc1eba49bb05416933998b0c0203216233aed63f6519e36308e,23146,parts=19; slides=0; charts=0; media=0; embeddings=0; private evaluation only; do not redistribute; private source redacted
docx_ms_expansion_165_fdo79973,corpus/docx/docx_ms_expansion_165_fdo79973.docx,word,docx,private-source:3489ebc91940b94b,Microsoft Office Word,14.0000,office-native;equations;footers;footnotes;endnotes;content-controls;fields,private-evaluation-only,nightly,pass,,3489ebc91940b94bf75686c34c965b0b34128b3a2916d06db32e2717d6b1f362,23715,parts=16; slides=0; charts=0; media=0; embeddings=0; private evaluation only; do not redistribute; private source redacted
docx_ms_expansion_166_tablecurrupt,corpus/docx/docx_ms_expansion_166_tablecurrupt.docx,word,docx,private-source:98ae9de23e4b4fe9,Microsoft Office Word,14.0000,office-native;equations;headers;footnotes;endnotes;customxml;fields,private-evaluation-only,nightly,pass,,98ae9de23e4b4fe965381cb994003877f6747bd67961566d4090a902fd8c324d,28750,parts=21; slides=0; charts=0; media=0; embeddings=0; private evaluation only; do not redistribute; private source redacted
docx_ms_expansion_167_tdf166850,corpus/docx/docx_ms_expansion_167_tdf166850.docx,word,docx,private-source:7f9ca39144a434d2,Microsoft Office Word,16.0000,office-native;headers;footers;footnotes;endnotes;customxml;content-controls;fields;hyperlinks,private-evaluation-only,nightly,pass,,7f9ca39144a434d2d3b2ca44c30ec4783913ef89243f53e25a48ba641007a53c,31409,parts=25; slides=0; charts=0; media=0; embeddings=0; private evaluation only; do not redistribute; private source redacted
docx_ms_expansion_168_04-kathrine-lovins,corpus/docx/docx_ms_expansion_168_04-kathrine-lovins.docx,word,docx,private-source:84948ce78338cd7c,Microsoft Office Word,16.0000,office-native;media;hyperlinks,private-evaluation-only,nightly,pass,,84948ce78338cd7c934eb564b169ba04259ab162b858f462b9fb734c75d814c2,48149,parts=21; slides=0; charts=0; media=9; embeddings=0; private evaluation only; do not redistribute; private source redacted
docx_ms_expansion_169_modern-initials-resume,corpus/docx/docx_ms_expansion_169_modern-initials-resume.docx,word,docx,private-source:f3bc6fa5f11c7408,Microsoft Office Word,16.0000,office-native;footnotes;endnotes;customxml;content-controls,private-evaluation-only,nightly,pass,,f3bc6fa5f11c7408d90d917c28c9ec79fd01aa8cddd88c6012e03216d732baf4,48213,parts=32; slides=0; charts=0; media=0; embeddings=0; private evaluation only; do not redistribute; private source redacted
docx_ms_expansion_170_test-segfault-while-save,corpus/docx/docx_ms_expansion_170_test-segfault-while-save.docx,word,docx,private-source:3c3a60e1a60fc022,Microsoft Office Word,14.0000,office-native;headers;footers;footnotes;endnotes;customxml;content-controls;fields,private-evaluation-only,nightly,pass,,3c3a60e1a60fc022d043fbac07985552b76677a5b64b525ca61b7aea743040e7,55619,parts=29; slides=0; charts=0; media=0; embeddings=0; private evaluation only; do not redistribute; private source redacted
docx_ms_expansion_171_tdf169843,corpus/docx/docx_ms_expansion_171_tdf169843.docx,word,docx,private-source:7e788bd74ab138af,Microsoft Word for the web,16.0000,office-native;equations;footnotes;endnotes;customxml,private-evaluation-only,nightly,pass,,7e788bd74ab138afa6102ae29afba5d368429b8cc9e200007515465c1b3c3324,56944,parts=17; slides=0; charts=0; media=0; embeddings=0; private evaluation only; do not redistribute; private source redacted
docx_ms_expansion_172_floattable-from-bottom,corpus/docx/docx_ms_expansion_172_floattable-from-bottom.docx,word,docx,private-source:a2386f32fff01242,Microsoft Office Word,16.0000,office-native;headers;footers;footnotes;endnotes;customxml;fields;hyperlinks,private-evaluation-only,nightly,pass,,a2386f32fff01242b4faf43362f1be10b7be995443a262e74146ef092d6f7c81,59718,parts=38; slides=0; charts=0; media=0; embeddings=0; private evaluation only; do not redistribute; private source redacted
docx_ms_expansion_173_resume,corpus/docx/docx_ms_expansion_173_resume.docx,word,docx,private-source:badfa6a9b65d551d,Microsoft Office Word,16.0000,office-native;media;customxml,private-evaluation-only,nightly,pass,,badfa6a9b65d551dc364b5e86992e44e0ac84e65b0dc92c128cc8256c8944c1a,142612,parts=17; slides=0; charts=0; media=2; embeddings=0; private evaluation only; do not redistribute; private source redacted
docx_ms_expansion_174_bauhaus-shape-creative-agency-brand-,corpus/docx/docx_ms_expansion_174_bauhaus-shape-creative-agency-brand-.docx,word,docx,private-source:b9d0d9ef52b4ab8a,Microsoft Office Word,16.0000,office-native;media;hyperlinks,private-evaluation-only,nightly,pass,,b9d0d9ef52b4ab8a985b532867f45205026e731fe290f5bdbb7b7b19b66d37aa,175501,parts=24; slides=0; charts=0; media=12; embeddings=0; private evaluation only; do not redistribute; private source redacted
docx_ms_expansion_175_childrens-s-holiday-wish-list,corpus/docx/docx_ms_expansion_175_childrens-s-holiday-wish-list.docx,word,docx,private-source:8386cc004422d051,Microsoft Office Word,16.0000,office-native;media;headers;footers;footnotes;endnotes;customxml;content-controls,private-evaluation-only,nightly,pass,,8386cc004422d051c59a8b1210ec6fd79f6413e8a195de35fce8669fe3fc37d9,2612544,parts=39; slides=0; charts=0; media=4; embeddings=0; private evaluation only; do not redistribute; private source redacted
docx_ms_expansion_176_equationasscientificnumbering,corpus/docx/docx_ms_expansion_176_equationasscientificnumbering.docx,word,docx,private-source:34b4729cb333ebd3,Microsoft Office Word,14.0000,office-native;equations;footnotes;endnotes;customxml;fields,private-evaluation-only,nightly,pass,,34b4729cb333ebd321bd48c171ecd45689cf4611086b836a2264bda0c9d8293b,16850,parts=17; slides=0; charts=0; media=0; embeddings=0; private evaluation only; do not redistribute; private source redacted
docx_ms_expansion_177_tdf162070-export,corpus/docx/docx_ms_expansion_177_tdf162070-export.docx,word,docx,private-source:05ee4a1df14d6e39,Microsoft Office Word,15.0000,office-native;equations;headers;footers;footnotes;endnotes,private-evaluation-only,nightly,pass,,05ee4a1df14d6e39104a302520d87c9d9fc35cdfe12f95e0c751f11325cdce80,18161,parts=20; slides=0; charts=0; media=0; embeddings=0; private evaluation only; do not redistribute; private source redacted
docx_ms_expansion_178_tdf149649,corpus/docx/docx_ms_expansion_178_tdf149649.docx,word,docx,private-source:7c45621f63ac7094,Microsoft Office Word,16.0000,office-native;headers;footers;footnotes;endnotes;customxml;fields,private-evaluation-only,nightly,pass,,7c45621f63ac70940677fbf4a1fd268707f933dc52a073914fcf04f58fb6b85e,26280,parts=22; slides=0; charts=0; media=0; embeddings=0; private evaluation only; do not redistribute; private source redacted
docx_ms_expansion_179_floattable-header,corpus/docx/docx_ms_expansion_179_floattable-header.docx,word,docx,private-source:091bdb009036119c,Microsoft Office Word,16.0000,office-native;media;headers;footers;footnotes;endnotes;customxml,private-evaluation-only,nightly,pass,,091bdb009036119cb2caa2ba0e4828541c5dd2962de8924a6095760a07c4801b,34658,parts=24; slides=0; charts=0; media=1; embeddings=0; private evaluation only; do not redistribute; private source redacted
docx_ms_expansion_180_tdf170171,corpus/docx/docx_ms_expansion_180_tdf170171.docx,word,docx,private-source:880ea2bcd0febc85,Microsoft Word for the web,16.0000,office-native;equations;footers;footnotes;endnotes;customxml,private-evaluation-only,nightly,pass,,880ea2bcd0febc85e7706c0cb9d11db06357e96c438ebcc3316bed397d784260,39939,parts=18; slides=0; charts=0; media=0; embeddings=0; private evaluation only; do not redistribute; private source redacted
docx_ms_expansion_181_alt-chunk-header,corpus/docx/docx_ms_expansion_181_alt-chunk-header.docx,word,docx,private-source:ee33b932a6c31f43,Microsoft Office Word,16.0000,office-native;media;headers;footers;footnotes;endnotes;customxml;fields,private-evaluation-only,nightly,pass,,ee33b932a6c31f430bc8a6e450592970419b0bcc155e5c9884065602b9c733b8,77621,parts=37; slides=0; charts=0; media=2; embeddings=0; private evaluation only; do not redistribute; private source redacted
docx_ms_expansion_182_modern-chronological-resume,corpus/docx/docx_ms_expansion_182_modern-chronological-resume.docx,word,docx,private-source:feec6326dec1176b,Microsoft Office Word,16.0000,office-native;media;footnotes;endnotes;customxml;content-controls,private-evaluation-only,nightly,pass,,feec6326dec1176bc813096e7998661256c4734c082f08776a5daa87e61de28c,83737,parts=37; slides=0; charts=0; media=2; embeddings=0; private evaluation only; do not redistribute; private source redacted
docx_ms_expansion_183_modern-calendar-with-highlights,corpus/docx/docx_ms_expansion_183_modern-calendar-with-highlights.docx,word,docx,private-source:2cf8ceb6ccb3e480,Microsoft Office Word,16.0000,office-native;footnotes;endnotes;customxml,private-evaluation-only,nightly,pass,,2cf8ceb6ccb3e480830ad84167340cc034cb9c13fc13aa7b87b22220dbe65cd4,96034,parts=28; slides=0; charts=0; media=0; embeddings=0; private evaluation only; do not redistribute; private source redacted
docx_ms_expansion_184_photo-cover-letter,corpus/docx/docx_ms_expansion_184_photo-cover-letter.docx,word,docx,private-source:4b1d4ce2a10a8c6e,Microsoft Office Word,16.0000,office-native;media;footnotes;endnotes;customxml;content-controls;track-changes,private-evaluation-only,nightly,pass,,4b1d4ce2a10a8c6e6402826a65562aa1a996eafd07d93cf5147bf41f6e4259b9,1889903,parts=51; slides=0; charts=0; media=15; embeddings=0; private evaluation only; do not redistribute; private source redacted
docx_ms_expansion_185_tdf171433-equation,corpus/docx/docx_ms_expansion_185_tdf171433-equation.docx,word,docx,private-source:fec0679934772958,Microsoft Office Word,16.0000,office-native;equations;footnotes;endnotes;customxml,private-evaluation-only,nightly,pass,,fec06799347729584a52ff83f20609b2856d36a43229f646f6a45ee5f63866a2,16729,parts=16; slides=0; charts=0; media=0; embeddings=0; private evaluation only; do not redistribute; private source redacted
docx_ms_expansion_186_tdf119952-negativemargins,corpus/docx/docx_ms_expansion_186_tdf119952-negativemargins.docx,word,docx,private-source:29fd043aff780f8b,Microsoft Office Word,16.0000,office-native;headers;footers;footnotes;endnotes;customxml,private-evaluation-only,nightly,pass,,29fd043aff780f8bc8c40be4ec20cdfae18503f0a217d7cea533eea056f5faaa,23533,parts=22; slides=0; charts=0; media=0; embeddings=0; private evaluation only; do not redistribute; private source redacted
docx_ms_expansion_187_tdf159032,corpus/docx/docx_ms_expansion_187_tdf159032.docx,word,docx,private-source:c153a3ec445e81c3,Microsoft Office Word,16.0000,office-native;footers;footnotes;endnotes;customxml;content-controls,private-evaluation-only,nightly,pass,,c153a3ec445e81c3289852b39ee96c6552c58894d747eeb85a719d32e67ba97e,23567,parts=19; slides=0; charts=0; media=0; embeddings=0; private evaluation only; do not redistribute; private source redacted
docx_ms_expansion_188_floattable-header-overlap,corpus/docx/docx_ms_expansion_188_floattable-header-overlap.docx,word,docx,private-source:ae4470931d6ec342,Microsoft Office Word,16.0000,office-native;headers;footers;footnotes;endnotes;fields,private-evaluation-only,nightly,pass,,ae4470931d6ec3425e4525c3b2b7841e194bd233b27b4c850c6757a3d3ff15e3,23584,parts=18; slides=0; charts=0; media=0; embeddings=0; private evaluation only; do not redistribute; private source redacted
docx_ms_expansion_189_fly-minimal-wrap,corpus/docx/docx_ms_expansion_189_fly-minimal-wrap.docx,word,docx,private-source:c0d31fdd0becbeea,Microsoft Office Word,16.0000,office-native;headers;footers;footnotes;endnotes;customxml,private-evaluation-only,nightly,pass,,c0d31fdd0becbeea34d7c172fe04a07e787fea833d941b83c989f4343226f7c2,24388,parts=18; slides=0; charts=0; media=0; embeddings=0; private evaluation only; do not redistribute; private source redacted
docx_ms_expansion_190_fdo78333-1-minimized,corpus/docx/docx_ms_expansion_190_fdo78333-1-minimized.docx,word,docx,private-source:53f7bc758d6c7496,Microsoft Office Word,16.0000,office-native;footnotes;endnotes;customxml;content-controls,private-evaluation-only,nightly,pass,,53f7bc758d6c7496b37574dd2a49ec12c20fcff85cfc19655d35ba4bc39cbcd0,27391,parts=20; slides=0; charts=0; media=0; embeddings=0; private evaluation only; do not redistribute; private source redacted
docx_ms_expansion_191_tdf145215,corpus/docx/docx_ms_expansion_191_tdf145215.docx,word,docx,private-source:7cc06fe4db187319,Microsoft Office Word,16.0000,office-native;footnotes;endnotes;customxml;fields,private-evaluation-only,nightly,pass,,7cc06fe4db187319914a5f1a63df9c20ae0a03c4458868721e54a3c78da4b467,37477,parts=18; slides=0; charts=0; media=0; embeddings=0; private evaluation only; do not redistribute; private source redacted
docx_ms_expansion_192_floattable-negative-height,corpus/docx/docx_ms_expansion_192_floattable-negative-height.docx,word,docx,private-source:7fd81082dbbfc2e1,Microsoft Office Word,16.0000,office-native;headers;footers;footnotes;endnotes;customxml,private-evaluation-only,nightly,pass,,7fd81082dbbfc2e1bb7b8ab60ad9e5ac7bbbba79a8611eaab1696f614a2f4516,39432,parts=32; slides=0; charts=0; media=0; embeddings=0; private evaluation only; do not redistribute; private source redacted
docx_ms_expansion_193_tdf134987,corpus/docx/docx_ms_expansion_193_tdf134987.docx,word,docx,private-source:9265c87ef4644515,Microsoft Office Word,16.0000,office-native;charts;embedded-objects;embedded-workbooks;equations,private-evaluation-only,nightly,pass,,9265c87ef46445151b7f7526640454e12df3c86f912a8dc83c5a54801a58dee0,39541,parts=21; slides=0; charts=8; media=0; embeddings=2; private evaluation only; do not redistribute; private source redacted
